9300 27 3538  1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 --- 1.382239103317 --- hm: 348 cena: 3538 --- 0.000005960464
9301 27 3609  1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 --- 1.376055955887 --- hm: 341 cena: 3609 --- 0.000004053116
9302 27 3256  1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 0 1 1 1 --- 1.388434171677 --- hm: 342 cena: 3216 --- 0.000002861023
9303 27 2553  1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 --- 1.392683029175 --- hm: 346 cena: 2550 --- 0.000003099442
9304 27 2932  1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0 1 0 1 1 1 1 --- 1.392647981644 --- hm: 345 cena: 2932 --- 0.000004053116
9305 27 3100  1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 0 0 1 1 0 1 1 1 --- 1.330399036407 --- hm: 343 cena: 3100 --- 0.000002861023
9306 27 2820  1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 0 --- 1.366537809372 --- hm: 340 cena: 2806 --- 0.000003099442
9307 27 3264  0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 --- 1.393477201462 --- hm: 344 cena: 3264 --- 0.000003814697
9308 27 3043  1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 1 0 --- 1.326789140701 --- hm: 345 cena: 3043 --- 0.000004053116
9309 27 2838  1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 --- 1.406239032745 --- hm: 344 cena: 2838 --- 0.000004053116
9310 27 3488  1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 --- 1.388329982758 --- hm: 345 cena: 3468 --- 0.000004053116
9311 27 3490  1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 0 --- 1.380888938904 --- hm: 340 cena: 3490 --- 0.000003099442
9312 27 2880  1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 --- 1.376258850098 --- hm: 348 cena: 2880 --- 0.000002861023
9313 27 2997  1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 --- 1.393225193024 --- hm: 330 cena: 2948 --- 0.000002861023
9314 27 2805  1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 --- 1.379473924637 --- hm: 346 cena: 2792 --- 0.000003099442
9315 27 3240  1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 --- 1.392853021622 --- hm: 343 cena: 3240 --- 0.000004053116
9316 27 2868  1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 --- 1.370600938797 --- hm: 339 cena: 2835 --- 0.000004053116
9317 27 3019  1 1 0 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 --- 1.356189966202 --- hm: 339 cena: 2993 --- 0.000004053116
9318 27 3359  1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 1 1 --- 1.379274129868 --- hm: 339 cena: 3359 --- 0.000003099442
9319 27 2812  1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 --- 1.383133888245 --- hm: 332 cena: 2812 --- 0.000002861023
9320 27 3306  1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 --- 1.383426189423 --- hm: 344 cena: 3245 --- 0.000002861023
9321 27 2533  1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 --- 1.379505872726 --- hm: 347 cena: 2533 --- 0.000003099442
9322 27 2773  1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 --- 1.398997068405 --- hm: 343 cena: 2773 --- 0.000004053116
9323 27 3228  1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 --- 1.382771968842 --- hm: 349 cena: 3177 --- 0.000004053116
9324 27 3379  1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1 1 1 1 1 --- 1.388514995575 --- hm: 345 cena: 3379 --- 0.000004053116
9325 27 3477  1 1 1 1 0 1 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 --- 1.411947965622 --- hm: 345 cena: 3458 --- 0.000003099442
9326 27 3391  0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 --- 1.388592004776 --- hm: 349 cena: 3391 --- 0.000003099442
9327 27 3063  1 1 1 1 1 1 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 1 0 1 1 0 --- 1.396730899811 --- hm: 339 cena: 3025 --- 0.000003099442
9328 27 2924  1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 --- 1.382139205933 --- hm: 342 cena: 2914 --- 0.000002861023
9329 27 3244  1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 --- 1.384217977524 --- hm: 349 cena: 3244 --- 0.000002861023
9330 27 3261  1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 --- 1.381135940552 --- hm: 339 cena: 3233 --- 0.000003099442
9331 27 3494  1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 1 --- 1.366091966629 --- hm: 346 cena: 3484 --- 0.000004053116
9332 27 3333  1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 --- 1.386626005173 --- hm: 346 cena: 3333 --- 0.000004053116
9333 27 3398  1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 0 1 --- 1.360939025879 --- hm: 347 cena: 3365 --- 0.000003099442
9334 27 3080  1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 1 --- 1.384438991547 --- hm: 349 cena: 3080 --- 0.000003099442
9335 27 3315  1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 --- 1.403913021088 --- hm: 348 cena: 3315 --- 0.000003099442
9336 27 3458  1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 1 1 --- 1.417297124863 --- hm: 342 cena: 3454 --- 0.000004053116
9337 27 3546  1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 --- 1.374321937561 --- hm: 338 cena: 3541 --- 0.000003099442
