9250 25 2427  1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1 0 1 0 --- 0.359891891479 --- hm: 291 cena: 2411 --- 0.000005960464
9251 25 2846  1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 --- 0.365252017975 --- hm: 289 cena: 2823 --- 0.000002861023
9252 25 2538  1 1 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 --- 0.375474214554 --- hm: 298 cena: 2538 --- 0.000002861023
9253 25 3370  1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 --- 0.374629020691 --- hm: 299 cena: 3370 --- 0.000003099442
9254 25 2884  1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 --- 0.368660926819 --- hm: 295 cena: 2884 --- 0.000003099442
9255 25 2595  1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 0 1 1 1 1 --- 0.373342037201 --- hm: 291 cena: 2595 --- 0.000002861023
9256 25 3048  1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 1 0 1 --- 0.378154039383 --- hm: 293 cena: 3029 --- 0.000002861023
9257 25 2717  0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 0 1 --- 0.370195865631 --- hm: 293 cena: 2707 --- 0.000003099442
9258 25 3290  1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 --- 0.367702007294 --- hm: 293 cena: 3287 --- 0.000002861023
9259 25 2581  1 0 0 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 --- 0.374973058701 --- hm: 294 cena: 2569 --- 0.000003099442
9260 25 2766  1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 0 1 1 1 1 0 1 1 0 1 --- 0.371115922928 --- hm: 291 cena: 2758 --- 0.000003099442
9261 25 2897  1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 --- 0.376940965652 --- hm: 294 cena: 2878 --- 0.000002861023
9262 25 2597  0 1 0 1 1 1 1 0 0 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 --- 0.346449136734 --- hm: 282 cena: 2597 --- 0.000003099442
9263 25 2564  1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 1 0 1 --- 0.359561920166 --- hm: 298 cena: 2564 --- 0.000004053116
9264 25 3075  1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1 --- 0.371502876282 --- hm: 294 cena: 3074 --- 0.000003099442
9265 25 2666  0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 0 1 --- 0.347110033035 --- hm: 296 cena: 2666 --- 0.000002861023
9266 25 3029  0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 --- 0.371922016144 --- hm: 281 cena: 3011 --- 0.000002861023
9267 25 3341  1 1 0 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1 1 0 0 1 1 --- 0.371381044388 --- hm: 286 cena: 3295 --- 0.000003099442
9268 25 3062  1 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 0 1 1 --- 0.370675086975 --- hm: 298 cena: 3033 --- 0.000004053116
9269 25 3060  1 1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 0 --- 0.367115020752 --- hm: 289 cena: 3030 --- 0.000002861023
9270 25 3307  1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 0 0 0 1 1 --- 0.360467910767 --- hm: 289 cena: 3253 --- 0.000003099442
9271 25 2758  1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 --- 0.374595880508 --- hm: 291 cena: 2739 --- 0.000002861023
9272 25 2710  1 1 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 --- 0.370517015457 --- hm: 298 cena: 2680 --- 0.000003099442
9273 25 2934  0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1 1 1 1 --- 0.368160009384 --- hm: 299 cena: 2934 --- 0.000003099442
9274 25 3239  1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 0 1 1 --- 0.373828887939 --- hm: 299 cena: 3239 --- 0.000002861023
9275 25 3283  1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 --- 0.371195077896 --- hm: 293 cena: 3283 --- 0.000003814697
9276 25 2937  1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 0 0 0 1 --- 0.364838123322 --- hm: 272 cena: 2861 --- 0.000004053116
9277 25 3582  1 0 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 --- 0.370521068573 --- hm: 282 cena: 3543 --- 0.000004053116
9278 25 3442  1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 --- 0.372877836227 --- hm: 291 cena: 3425 --- 0.000002861023
9279 25 2733  1 1 1 0 1 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 0 1 --- 0.361337900162 --- hm: 296 cena: 2733 --- 0.000002861023
9280 25 2655  1 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 --- 0.370811939240 --- hm: 295 cena: 2655 --- 0.000003099442
9281 25 3058  1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 --- 0.369674921036 --- hm: 297 cena: 3058 --- 0.000002861023
