5500 20 201 12 16 1 69 2 51 10 30 3 97 26 66 21 74 76 42 4 95 14 56 51 17 6 10 69 51 5 79 9 39 11 20 46 33 15 51 8 28 13 60
5501 20 335 1 35 12 41 40 65 6 60 34 5 25 63 3 50 4 50 13 31 97 75 37 39 54 13 27 30 90 78 49 89 5 30 2 94 42 28 92 83 38 23
5502 20 350 2 30 3 35 1 9 11 89 64 76 13 76 6 2 50 54 15 92 96 36 60 81 9 43 97 82 12 30 40 22 63 85 5 80 16 4 56 47 81 56
5503 20 214 1 64 15 34 10 90 13 25 20 82 8 41 2 70 17 57 22 30 21 18 4 92 6 31 71 23 33 78 19 100 11 88 58 63 27 96 37 55 34 67
5504 20 233 5 97 1 29 2 22 93 13 27 10 7 66 3 79 12 33 28 27 25 82 21 81 14 17 10 30 4 30 8 22 6 2 17 42 65 38 34 34 84 94
5505 20 242 3 8 1 68 24 34 15 57 27 94 33 34 6 30 11 74 2 94 7 51 72 48 63 66 12 43 21 8 4 89 84 66 30 32 8 11 46 35 16 76
5506 20 278 21 1 1 65 90 39 22 54 20 54 43 75 44 86 2 25 14 41 8 57 4 52 33 44 41 2 3 16 26 91 50 71 16 24 10 63 38 10 71 67
5507 20 185 1 29 38 75 2 29 24 55 19 54 11 25 7 84 4 16 3 9 37 12 5 42 12 85 29 70 28 38 6 31 9 86 69 25 25 57 23 78 18 49
5508 20 293 3 81 1 16 84 90 4 19 6 80 7 1 2 56 23 69 33 11 25 73 100 11 63 67 19 63 11 4 52 44 83 64 8 71 18 31 14 88 30 56
5509 20 191 1 59 22 20 67 6 10 45 21 83 5 74 13 45 47 79 19 11 41 85 2 84 3 14 9 86 4 21 29 38 6 97 30 9 15 86 20 30 18 9
5510 20 245 6 58 7 97 10 64 20 41 15 33 14 30 3 64 1 52 56 18 21 64 8 24 59 8 2 18 32 21 4 95 54 88 23 71 74 95 70 92 12 50
5511 20 231 1 61 41 63 2 22 9 78 35 23 4 58 28 77 11 40 12 21 46 74 52 19 8 59 27 33 83 59 14 91 3 40 5 82 7 86 57 36 18 34
5512 20 240 26 48 3 23 10 92 1 44 4 54 13 36 42 48 7 28 6 59 28 77 30 23 2 11 78 42 8 32 80 84 43 64 18 76 5 98 59 9 17 92
5513 20 241 6 21 1 53 27 7 3 11 31 21 22 15 17 76 46 96 2 41 7 81 49 34 26 52 20 1 15 8 5 68 11 89 79 82 16 45 82 73 18 33
5514 20 264 1 62 26 81 2 10 4 18 3 43 24 6 19 79 12 100 10 81 9 31 95 52 38 43 11 81 27 93 35 82 77 26 5 56 83 29 6 55 41 85
5515 20 245 7 7 56 60 3 56 1 51 15 4 10 50 2 77 28 92 21 96 6 91 38 10 13 35 4 34 65 54 92 6 18 57 22 43 5 61 43 22 42 92
5516 20 295 2 50 18 69 9 48 41 98 3 62 1 61 61 89 5 3 16 66 13 65 4 69 10 26 69 60 92 90 19 67 7 16 63 80 34 90 80 67 44 47
5517 20 265 6 35 3 15 5 95 55 86 1 31 2 9 27 23 65 90 4 31 21 51 29 53 8 78 72 96 50 11 28 35 46 26 42 33 17 5 33 73 16 12
5518 20 237 1 43 14 36 39 54 53 57 7 20 48 73 40 11 77 60 9 72 2 33 3 68 19 25 11 95 25 85 10 59 13 90 8 92 22 99 69 93 5 72
5519 20 328 1 17 19 59 13 85 6 73 2 100 3 74 47 97 42 2 5 71 78 93 37 38 90 93 66 84 4 61 76 44 34 85 70 50 12 33 28 24 24 9
5520 20 233 23 44 8 74 11 3 5 56 44 72 1 70 26 73 21 75 7 69 2 32 43 49 42 31 4 32 80 41 16 25 24 37 25 9 6 82 10 81 69 54
5521 20 250 10 50 4 7 49 24 1 51 41 29 13 58 16 19 2 18 7 74 48 50 26 56 3 70 9 81 5 19 78 74 24 91 8 50 11 76 92 11 54 54
5522 20 229 1 51 6 7 22 80 40 86 81 100 4 55 39 82 7 53 16 45 2 12 36 93 19 92 23 48 28 78 5 43 15 13 3 60 71 13 12 43 29 82
5523 20 340 27 86 7 70 32 82 5 83 18 75 85 73 1 55 8 79 95 37 20 54 4 32 35 36 2 95 6 58 66 46 25 30 57 22 9 76 94 8 84 99
5524 20 222 6 68 1 32 41 35 2 6 14 18 24 17 5 82 15 76 3 80 13 34 76 30 55 1 9 18 10 6 28 44 38 71 4 60 30 15 29 86 42 95
