6700 20 793 100 17 95 81 76 42 97 67 99 18 89 68 82 76 94 22 98 29 92 84 28 5 69 8 34 95 84 9 81 2 93 13 96 4 26 77 90 87 63 73
6701 20 799 90 74 96 31 99 38 94 2 91 66 81 16 33 34 77 48 72 48 84 66 30 32 98 47 93 97 89 18 83 69 71 67 97 27 88 84 65 85 67 6
6702 20 828 97 65 99 33 98 28 96 40 91 79 87 22 41 59 81 43 94 17 47 15 90 44 93 68 74 95 92 3 85 30 95 52 88 75 86 23 80 84 43 64
6703 20 773 93 2 59 9 97 11 99 81 80 40 98 62 89 75 95 90 96 94 38 43 86 57 83 29 48 12 84 61 92 6 79 15 16 66 69 60 94 26 52 20
6704 20 805 99 78 65 90 97 30 83 92 72 96 86 24 50 11 94 40 93 52 70 39 96 61 85 62 82 90 77 60 89 67 69 93 98 83 95 95 76 44 34 85
6705 20 782 96 16 93 18 99 15 95 58 97 61 98 97 79 60 92 4 80 71 89 65 29 15 68 58 94 22 88 79 11 76 82 65 85 26 86 97 33 28 71 6
6706 20 826 98 41 94 51 29 82 99 51 96 17 87 13 95 37 93 64 85 83 97 47 64 24 83 11 89 6 80 71 73 68 36 86 88 40 91 33 84 2 92 32
6707 20 737 95 33 96 51 93 69 80 4 99 2 78 87 77 21 38 97 94 49 27 82 88 43 98 7 52 92 13 80 73 19 97 40 65 92 87 54 84 79 41 8
6708 20 824 93 17 98 23 97 80 96 5 87 89 95 39 89 26 99 38 90 44 49 62 73 49 94 86 83 23 65 97 75 68 79 38 69 32 88 31 53 33 77 28
6709 20 831 98 34 99 59 6 90 95 98 92 83 89 23 97 55 87 76 88 65 96 73 67 43 81 57 93 40 94 63 85 34 90 79 72 4 86 53 57 60 91 98
6710 20 793 98 16 68 73 99 31 97 89 72 57 96 94 95 23 73 23 84 96 62 62 94 21 86 11 82 2 45 13 91 50 52 76 93 80 88 82 40 56 71 55
6711 20 792 94 35 95 10 66 52 97 74 99 88 80 41 90 63 55 55 96 80 71 68 5 19 89 65 98 68 86 50 50 80 87 27 79 75 63 79 91 54 93 89
6712 20 819 85 91 96 40 97 89 99 72 71 47 98 87 55 99 87 42 92 28 91 72 64 46 74 37 70 81 83 61 78 2 95 57 82 87 77 62 84 19 61 88
6713 20 734 98 86 77 100 96 2 89 4 99 78 97 85 94 59 95 6 18 43 81 97 62 5 88 78 87 15 80 58 32 75 67 66 6 50 72 61 91 38 39 25
6714 20 823 99 68 98 22 92 62 97 81 93 24 96 51 90 52 87 73 86 88 65 37 76 53 69 37 94 55 82 39 88 75 58 40 39 54 91 49 75 76 71 14
6715 20 784 35 67 81 80 98 45 96 31 69 22 99 9 74 17 95 70 60 91 97 30 75 26 66 36 76 17 73 69 94 23 85 87 93 86 64 11 83 1 55 6
6716 20 724 23 47 99 89 93 57 90 42 47 72 98 91 95 35 96 100 17 27 97 46 65 6 48 28 91 33 89 63 84 56 62 15 94 100 81 15 4 83 75 24
6717 20 821 99 68 95 92 90 27 98 84 59 3 55 86 53 60 92 48 84 32 87 49 97 62 83 48 79 47 86 88 65 9 93 7 91 93 80 42 89 90 68 14
6718 20 724 95 56 92 25 2 20 99 26 96 18 98 76 97 81 88 23 90 69 84 56 83 42 79 17 58 82 75 88 24 72 11 38 93 98 81 48 65 79 39 17
6719 20 693 96 43 98 31 97 30 99 72 40 23 93 21 34 46 95 38 47 88 10 28 87 17 84 90 45 33 2 45 60 7 35 82 90 13 94 43 89 87 91 55
6720 20 786 73 20 85 62 99 77 2 56 96 93 97 48 98 81 62 86 43 7 86 25 84 91 76 68 70 52 80 15 95 72 87 26 79 51 90 65 94 43 77 59
6721 20 805 99 38 74 71 96 10 62 67 86 22 97 28 84 79 92 70 29 35 94 98 98 38 53 53 76 66 78 97 91 45 93 63 95 34 73 52 82 60 59 73
6722 20 836 99 70 88 81 75 95 95 62 94 45 86 3 73 61 96 78 92 59 97 22 91 37 98 87 83 51 48 87 31 85 84 12 90 51 85 13 89 47 79 12
6723 20 765 18 89 88 60 92 68 96 15 99 22 97 76 98 15 70 86 77 40 95 6 78 11 94 99 76 2 87 42 89 17 42 43 22 73 57 53 93 51 63 29
6724 20 795 97 95 99 85 85 80 93 27 96 72 82 23 98 19 92 21 91 39 89 14 6 58 95 34 88 59 90 16 71 72 1 63 94 84 67 27 84 85 73 48
