5000 20 450 16 39 75 73 36 30 69 36 39 10 40 1 10 86 31 55 4 2 43 79 91 46 41 16 2 53 86 50 60 6 92 84 68 100 42 3 1 13 55 66
5001 20 396 15 90 64 9 2 33 27 92 79 5 33 70 88 66 11 24 55 75 48 68 18 39 74 43 6 92 1 69 17 10 59 32 4 1 28 74 94 76 69 60
5002 20 447 2 51 38 23 63 81 30 74 73 80 24 11 95 81 32 39 22 61 27 47 13 61 89 23 23 21 11 22 5 54 45 98 62 64 72 91 82 12 86 18
5003 20 500 10 20 56 91 50 83 72 51 43 41 24 5 22 40 83 12 48 67 63 37 92 51 26 3 14 98 19 85 51 58 78 14 54 78 30 50 66 62 99 59
5004 20 444 48 39 36 93 100 33 83 43 34 17 1 10 46 88 97 20 8 82 42 1 41 32 26 34 19 41 10 18 63 15 4 99 31 98 72 50 33 63 94 77
5005 20 556 98 13 71 20 13 92 85 24 23 35 5 75 90 39 41 23 34 54 40 47 77 100 72 53 92 73 81 72 15 16 21 74 95 56 67 60 33 96 60 76
5006 20 455 58 1 6 64 34 59 92 22 23 95 48 86 45 50 8 23 42 88 28 8 49 39 64 76 30 70 51 49 50 59 73 78 24 97 59 93 91 54 35 23
5007 20 322 30 13 73 97 25 41 61 43 33 27 9 55 1 28 57 47 8 51 12 17 18 12 15 89 45 12 55 88 29 68 47 79 16 41 27 95 49 4 34 100
5008 20 380 7 45 68 75 28 61 20 75 9 4 58 39 35 42 69 51 61 60 17 66 2 12 12 80 42 23 10 73 64 39 32 56 53 72 74 38 15 12 85 11
5009 20 432 26 31 57 86 41 52 60 81 30 69 39 81 49 73 71 66 31 17 42 94 23 34 76 32 99 49 9 39 25 30 21 83 10 82 73 62 55 97 28 90
5010 20 506 98 42 23 71 40 94 71 62 85 96 97 78 11 20 60 84 55 49 99 97 35 48 17 39 1 99 21 39 36 26 41 33 87 83 95 73 34 54 6 85
5011 20 381 74 64 10 41 2 73 25 61 22 50 8 40 98 30 48 35 57 75 6 56 66 75 42 37 56 6 58 73 38 88 46 14 4 22 32 21 20 67 51 87
5012 20 502 40 26 62 72 89 68 14 95 33 61 34 89 99 61 84 11 35 64 2 5 15 51 91 40 61 50 32 17 42 47 10 52 66 56 69 47 47 41 80 98
5013 20 406 11 66 13 73 24 5 43 77 5 95 26 20 84 78 1 26 32 28 61 64 89 46 88 6 3 60 16 69 93 90 67 80 78 56 9 28 63 65 7 91
5014 20 430 85 19 1 82 36 100 50 64 56 4 90 85 60 89 26 36 84 59 27 58 17 95 28 35 16 60 40 62 14 59 30 2 9 11 5 53 91 78 95 44
5015 20 287 85 54 24 15 5 100 9 4 61 22 4 89 3 38 22 63 33 71 1 31 59 20 18 100 21 88 68 36 23 61 12 34 28 54 10 10 82 88 6 65
5016 20 489 58 65 72 87 39 94 88 63 12 41 69 58 13 77 22 53 37 74 63 7 35 61 42 9 45 74 3 3 33 51 87 97 91 48 30 69 90 75 49 39
5017 20 453 55 11 1 79 96 39 84 87 62 38 63 38 91 39 19 40 38 71 29 49 23 84 37 46 13 60 22 50 78 78 54 30 34 77 28 10 21 26 58 84
5018 20 479 8 4 56 7 50 87 78 36 90 67 2 64 33 98 7 75 65 23 96 36 31 25 9 22 89 45 76 57 71 92 53 68 14 97 28 5 5 63 98 48
5019 20 498 91 75 16 11 57 55 79 1 35 71 48 54 39 79 52 8 96 42 12 4 7 46 21 91 19 3 82 80 83 28 41 87 99 91 56 30 34 12 30 20
5020 20 393 80 51 65 18 96 51 16 100 14 78 4 72 85 86 9 72 25 90 21 92 22 57 38 33 5 29 46 94 37 34 90 37 11 86 15 61 50 67 58 44
5021 20 483 9 59 20 38 16 50 65 87 86 42 90 49 75 29 1 18 6 60 41 86 64 68 5 16 28 96 45 64 82 32 94 45 89 15 84 77 10 70 56 77
5022 20 395 3 89 63 77 60 38 21 53 85 88 73 48 18 24 67 10 87 15 7 51 58 4 33 41 8 55 29 42 1 89 28 23 9 81 19 51 89 91 32 70
5023 20 518 88 83 24 8 95 99 85 64 41 12 93 67 82 57 32 8 83 53 29 48 28 93 26 34 66 80 25 15 59 55 31 94 94 46 30 79 12 87 13 74
5024 20 281 8 99 16 57 2 7 22 67 38 53 14 43 1 58 32 18 35 76 86 58 45 69 42 26 4 18 17 94 90 35 18 54 29 16 23 47 26 92 15 5
