9400 32 3620  1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 0 1 1 1 0 1 --- 44.103692770004 --- hm: 441 cena: 3613 --- 0.000005960464
9401 32 3919  0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 --- 44.302170038223 --- hm: 446 cena: 3919 --- 0.000004053116
9402 32 3830  1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 1 0 1 1 0 1 0 1 1 1 1 1 --- 44.112560987473 --- hm: 444 cena: 3823 --- 0.000004053116
9403 32 3561  1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 --- 44.518429040909 --- hm: 441 cena: 3550 --- 0.000004053116
9404 32 3627  0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 --- 44.149897098541 --- hm: 444 cena: 3597 --- 0.000004053116
9405 32 449  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 --- 44.548923969269 --- hm: 434 cena: 434 --- 0.000002861023
9406 32 3102  1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 --- 44.273037910461 --- hm: 449 cena: 3102 --- 0.000003814697
9407 32 4025  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 0 --- 44.551829814911 --- hm: 446 cena: 4022 --- 0.000004053116
9408 32 3797  0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 --- 44.415523052216 --- hm: 444 cena: 3791 --- 0.000004053116
9409 32 3832  1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 --- 44.269439935684 --- hm: 441 cena: 3814 --- 0.000003814697
9410 32 3959  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 1 --- 44.365568876266 --- hm: 447 cena: 3959 --- 0.000004053116
9411 32 3469  1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 0 0 1 1 --- 44.197287082672 --- hm: 449 cena: 3469 --- 0.000004053116
9412 32 3440  1 1 1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 --- 44.301878213882 --- hm: 445 cena: 3422 --- 0.000004053116
9413 32 4210  1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 0 0 1 1 --- 44.583328008652 --- hm: 434 cena: 4201 --- 0.000003814697
9414 32 3709  1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 0 --- 43.972567081451 --- hm: 442 cena: 3699 --- 0.000004053116
