9450 35 4070  1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 0 0 1 0 1 1 1 0 1 --- 359.957218170166 --- hm: 498 cena: 4063 --- 0.000008821487
9451 35 4077  1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 1 1 0 1 0 1 0 --- 358.913941860199 --- hm: 491 cena: 4065 --- 0.000005006790
9452 35 4305  1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0 1 --- 353.757751941681 --- hm: 498 cena: 4305 --- 0.000005006790
9453 35 4159  1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 0 0 0 1 1 1 1 0 --- 362.737268924713 --- hm: 494 cena: 4123 --- 0.000004053116
9454 35 4104  1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1 --- 358.884374856949 --- hm: 498 cena: 4096 --- 0.000005006790
9455 35 3662  1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 1 1 1 --- 360.393095970154 --- hm: 497 cena: 3658 --- 0.000005006790
9456 35 4257  0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 --- 359.778362035751 --- hm: 494 cena: 4229 --- 0.000005006790
9457 35 3745  1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 0 1 1 --- 358.128878116608 --- hm: 499 cena: 3738 --- 0.000003814697
9458 35 3660  1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 --- 356.843462944031 --- hm: 499 cena: 3660 --- 0.000004053116
9459 35 3844  1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 --- 366.145626783371 --- hm: 486 cena: 3839 --- 0.000005960464
9460 35 3583  1 1 0 0 1 1 1 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 --- 361.345238924026 --- hm: 490 cena: 3570 --- 0.000005006790
9461 35 3929  1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 --- 359.696334838867 --- hm: 488 cena: 3929 --- 0.000004053116
9462 35 3917  1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 --- 360.134220123291 --- hm: 490 cena: 3917 --- 0.000005006790
9463 35 499  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 --- 362.333647966385 --- hm: 476 cena: 476 --- 0.000004053116
9464 35 3530  1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 --- 355.205569982529 --- hm: 496 cena: 3506 --- 0.000005960464
9465 35 3425  1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 1 1 1 0 0 1 1 0 --- 356.306088924408 --- hm: 487 cena: 3414 --- 0.000005006790
9466 35 3744  1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 0 1 1 --- 360.572571039200 --- hm: 498 cena: 3744 --- 0.000005006790
